11	[10, 12]	[6.853504566695037, 45.18059324733104]	[[-7.988581916986798, 40.78455007154855], [-7.509804933642221, 38.52124071371994], [-6.1605243442166016, 35.16980185693527], [-3.1137617229329404, 36.99785941518146], [2.457461355985755, 39.95757165234194], [7.28875636973556, 42.7867083496277], [13.077605350174517, 46.181672386370614], [20.78156226399178, 50.011888222695944], [21.695591050376873, 50.44714002227838], [19.780483116998575, 55.191384637726806], [15.689116168417653, 53.668003339188324], [10.814295974363796, 50.18598894252893], [4.111418207539743, 47.87915440474207], [-1.111603428946534, 44.87591698762334]]
12	[11, 13, 34, 125]	[21.937918127222865, 53.58811447646839]	[[19.693432756390475, 55.71368679722572], [21.655499438177728, 56.66499189183041], [22.517619646841826, 55.20830596571699], [24.18240349805525, 51.700368429362214], [21.952782268751555, 50.511237061106364], [20.823107512571013, 53.30569577650762]]
13	[12, 34, 14, 126]	[25.869058530253852, 55.88054871304642]	[[22.517619646841826, 57.22982929175194], [24.432727580220124, 58.40500915062448], [27.00071321815921, 59.928390449162976], [28.393518987888886, 57.447455191543156], [29.220497413665875, 55.18414583371454], [28.91582115153751, 54.2265918746332], [26.826612496943, 53.312563095510114], [24.563303121132282, 51.83270697692987], [22.909346269578297, 55.70644799321346]]
14	[120, 13, 15]	[33.8994542963515, 60.450692608661875]	[[27.39243984089568, 59.797814909288235], [28.045317545456466, 58.84026095020691], [29.04639669244967, 54.444217774424416], [34.74819531228052, 57.795656631209084], [34.48704423045621, 58.709685410332185], [37.533806851739875, 60.49421778862012], [40.406468751807324, 61.887023547283874], [39.9712169487668, 63.54098038569708], [39.01366298207765, 66.45716744289933], [34.530569410760265, 64.32443362494546], [30.78740390461176, 62.14817462703333], [27.697116103024047, 60.40716742870363]]
15	[14, 16]	[48.63272782927321, 69.56921780991367]	[[39.14423852298981, 66.4136422629411], [41.49459825940863, 68.63342644081146], [44.58488606099635, 70.4179588190994], [48.24100120653674, 72.76831853684448], [52.76761995815818, 75.07515307463134], [55.77085739913778, 75.77155595396322], [56.42373510369857, 76.29385811346212], [58.12121713555661, 73.55177177609285], [57.90359123403635, 72.42011709717855], [57.076612808259355, 71.46256313809721], [54.813303432448635, 68.80752716064443], [50.069058779306935, 65.93486528340043], [43.670857274611244, 63.497455205738845], [40.8852457351519, 62.84457750636521]]
16	[15, 17, 18]	[60.88506608486394, 76.09799480365004]	[[56.9460372673472, 76.59853437316983], [57.555389791603936, 77.03378617275224], [62.691361067482106, 79.51472143037206], [64.34531791903609, 77.03378617275224], [64.82409490238066, 75.81508113392147], [59.33992218407007, 73.33414587630165], [58.64351929920523, 72.681268176928], [57.68596533251608, 75.68450559404674]]
17	[16]	[56.42373510369856, 87.32749123287658]	[[56.77193654613098, 77.2949372525017], [55.37913077640131, 80.03702358987097], [54.11690054758379, 83.21436172682267], [53.333447302110855, 85.0859444650271], [52.20179261420549, 88.91616030135243], [50.89603720508392, 92.48522505792832], [50.02553359900288, 94.35680779613274], [51.418339368732546, 94.87910995563165], [54.50862717032026, 97.01184377358553], [55.64028185822562, 97.36004521325147], [57.1201379885634, 95.00968549550637], [58.29531785677281, 91.35357037901402], [59.38344736437412, 88.56795886168649], [59.862224347718694, 87.21867828298097], [62.08200854322536, 81.69098042828419], [62.82193660839425, 80.55932574936989], [59.514022905286275, 78.94889409091492]]
18	[16, 19]	[63.93182870614759, 67.89349838152134]	[[58.817620020421444, 71.94134011763788], [63.86654093569151, 74.4222753752577], [65.12877116450903, 73.72587249592583], [67.30503017971165, 68.37227536106201], [69.04603739187374, 64.71616024456964], [63.953591296299614, 61.36472138778497], [62.908986969002356, 61.40824656774322], [60.21042579015111, 69.37335450010158]]
19	[18, 20, 114]	[66.91330355697517, 60.450692608661875]	[[62.908986969002356, 60.01544080907945], [65.4334474266374, 61.66939764749266], [69.48128919491425, 63.71508110553006], [70.91762014494799, 60.14601634895418], [63.95359129629962, 57.18630411179369]]
20	[19, 21]	[70.80880719418786, 49.460584669205645]	[[64.6935193614685, 56.70752713225302], [69.69891509643452, 58.75321059029041], [72.22337555406955, 54.70536885417387], [76.22769214204236, 46.08738322244185], [76.92409502690721, 43.301771705114334], [70.56941870251556, 40.16795874812088], [68.436684867617, 46.00033286252537], [64.73704454177256, 55.532347273380466]]
21	[20, 22, 108]	[74.72607342155254, 39.645656588621975]	[[70.91762014494797, 39.51508104874724], [73.31150506167084, 40.55968536774506], [77.83812381329228, 42.91004508549016], [78.53452669815712, 40.16795874812088], [73.09387916015058, 36.55536881158676], [71.91869929194117, 36.38126809175379]]
22	[21, 23]	[81.82652077356056, 22.094319140586464]	[[72.74567771771817, 35.85896593225488], [75.61331236693155, 37.452096347957244], [78.35349658729102, 39.36385284680008], [79.43682523254941, 35.98641636551107], [82.11328423848191, 30.314872085610652], [84.02504067129084, 24.83450345559453], [84.85346845884138, 22.03059392395837], [88.67698132445922, 15.211995744752251], [90.65246297169512, 8.393397565546145], [90.90736382940297, 6.73654193321569], [86.76522489165029, 4.824785434372853], [83.8975902424369, 7.564969749380914], [78.99074873156066, 17.761004409876037], [77.39761837088655, 23.878625206173105], [74.72115936495405, 30.378597302238745], [73.06430378985299, 33.62858335027156]]
23	[24, 22]	[88.1671796090435, 1.9252880777945407]	[[85.1720945309762, 3.6777315350671387], [88.23090482347047, 4.824785434372842], [91.41716554481869, 6.1630149835628245], [90.65246297169512, -0.27323189587472285], [87.08385096378512, -2.312438827973743], [84.91719367326833, 2.466952419133346]]
24	[23, 25, 178]	[78.18797884246047, -2.7826325821133224]	[[84.21621631457172, 3.5502811018109526], [73.77017304159916, -2.4561937324265077], [69.93995717484256, -3.8925246710485073], [71.98564064913302, -8.157992306956267], [72.33384209156544, -9.115546266037597], [76.90398602349093, -7.331013887749661], [86.43600051007839, -1.8468412130111087]]
25	[24, 26]	[63.32412976862662, -10.943603824283795]	[[69.50470537180205, -4.153675750797964], [70.4622593384912, -7.940366407165064], [71.85506510822087, -9.507272885661791], [63.933482292883355, -13.946841241402522], [57.100028985147134, -17.733531897769623], [54.79319442903236, -12.59756066269701], [63.106503867106355, -7.722740507373857]]
26	[25, 35, 27]	[50.87592820166765, -17.515905997978436]	[[54.227367085079685, -12.379934762905803], [55.75074839572151, -16.55835203889708], [54.66261888812021, -18.212308877310306], [51.615856266836545, -20.432093055180687], [47.524489318255625, -22.651877233051067], [46.001108007613794, -17.90763261760263], [49.70074833345824, -15.078495920316858]]
27	[26, 28]	[49.853086464522434, -12.162308863114614]	[[52.5734102335257, -8.810870006329942], [53.31333829869459, -10.42130166478492], [54.09679154416753, -11.727057063532191], [48.39499292433668, -14.860870020525649], [46.9151367939989, -15.513747719899284], [45.60938138487733, -12.684611022613526]]
28	[27, 29, 99]	[49.0795250561422, -6.99072616602198]	[[45.696431745485434, -11.85763260340692], [47.75398557184979, -10.868423977922173], [54.520172193163326, -7.148999546099535], [54.55974053597802, -1.4511578633074151], [51.4338414536168, -2.4007981437727715], [43.59930957630639, -5.882812505479066], [44.39067643260037, -8.53389162177818], [45.49859003141194, -12.530294468736544], [43.59930957630639, -8.098639826564892]]
29	[28, 30]	[46.28995688770592, 0.44812269762329526]	[[43.282762833788794, -5.566265745323946], [43.203626148159394, -4.933172225013711], [41.42305072149794, -4.893603879994321], [39.52377026639238, -0.7389276529583979], [42.25398592060662, 1.5956047031855976], [48.14966899999678, 5.51287086010518], [49.930244426658234, 6.462511140570537], [50.682042940137514, 4.8006406497561676], [51.5525464820609, 5.19632409995006], [53.056143509019456, 1.7934464282825475], [52.14607162428138, 0.8833744928365812], [52.85830179494596, -0.9367693780553461], [49.13887757036425, -2.559071523850325]]
30	[29, 31]	[43.559741233491685, 5.413949997556708]	[[40.51297883675986, 2.070424843418272], [39.52377026639238, 4.523662234620436], [42.49139597749481, 6.422942795551148], [46.60650363022351, 8.757475151695143], [47.59571220059099, 6.027259345357244], [44.311539746970965, 3.9301370593295886]]
31	[32, 33, 30]	[41.56153992134938, 9.548842052082934]	[[39.20722352387479, 5.315029135008231], [37.26837472595453, 9.825820467218662], [40.67125220801865, 11.606395993091201], [44.865496546376754, 13.782654969157637], [45.81513677392953, 11.408554267994251], [45.85470511674423, 9.153158601889036], [42.8870794056418, 7.214309695938937]]
32	[31]	[49.81153939821414, 14.020065039273977]	[[45.10290660326495, 13.822223314177027], [48.98060419910545, 15.840208910165902], [52.462618366798964, 17.66035278105783], [53.96621539375753, 15.998482290243462], [54.52017219316332, 13.861791659196417], [51.1964313967286, 11.883374408226931], [46.76477700148231, 10.379777297490122]]
33	[34, 31]	[39.70182780905853, 16.611791638044004]	[[42.9662160912712, 13.743086624138247], [42.13528089216252, 15.879777255185289], [40.512978836759864, 21.854597353113142], [35.84391438462537, 19.20351823681403], [37.26837472595454, 14.217906764370923], [38.05974158224852, 11.368985922974861], [43.559741233491685, 13.584813244060687], [41.897870835274325, 16.47330243047614]]
34	[33, 12, 13]	[31.56222345542165, 36.589058392917906]	[[41.18564066460974, 23.279057773811175], [35.58395005030622, 19.831863368862663], [33.956108333329134, 19.448841768312832], [32.424022011468345, 23.56632397422355], [28.88107239216526, 32.90247548762576], [26.19992132890888, 39.844741997591505], [23.327259475419893, 46.547620007213595], [21.938806246233554, 50.042692112230846], [24.907223494838835, 51.431145414223984], [25.625388958211083, 51.95780011498001], [29.311971670188612, 53.72927501752299], [30.79618029449125, 49.99481441216211], [34.00398603088728, 41.8077277004094], [36.78089248925997, 35.631504391543324], [38.217223416004465, 31.178878285151498], [40.946252176819, 23.85359017463592]]
35	[36, 94, 26]	[37.94459779058795, -24.247671185649587]	[[44.96797864019703, -17.560620877372727], [46.74855406685849, -23.33759925020363], [33.5722959095637, -29.787239488364154], [30.72337522690537, -31.132563219023403], [30.05071339905549, -29.351987693150864], [29.14064151431741, -26.146951746580292], [34.640641165560574, -22.348390624718878], [46.0363238961939, -17.36277915227577], [46.155028924637996, -19.855584888497326]]
36	[35, 37, 93]	[22.3988371028834, -32.60990778776907]	[[27.993159572691138, -26.542635196774185], [29.69577945480654, -30.380286457002565], [30.047113716195433, -31.51536640721096], [23.533917024293668, -35.001683397136766], [17.399080306195323, -37.839383272657756], [16.7504632082466, -38.67718037876395], [15.669434711665396, -35.62327479844135], [14.750560489571372, -33.56932060282615], [20.912422920084243, -29.623566490196975], [26.777002514037285, -26.59668662297459]]
37	[36, 38]	[8.913006608032857, -39.244720353868146]	[[14.020866254379056, -33.75850059452757], [15.12892046337479, -36.54214904384817], [15.885640410981633, -38.677180378763964], [11.075063601195268, -41.51488025428495], [5.129406869998638, -44.730940113208725], [3.372735563054179, -42.839140196194734], [1.940372805084082, -39.81226032897236], [5.859101105190953, -37.596151854755945], [11.696654986729463, -34.81250340543534]]
38	[39, 37, 92]	[0.7206652409201726, -43.730236622708944]	[[1.2647299947208275, -39.704157476571524], [3.7456652720518084, -44.49192727197817], [4.224442255396384, -45.14480497135181], [-0.4327520371372149, -47.190488429389205], [-0.7374282992655807, -47.756315768846356], [-2.7831117735560387, -43.012071153397926], [-1.9126081674749915, -42.27214309410779]]
39	[40, 38, 84]	[-3.253183722392421, -45.997898638101034]	[[-3.348939117508719, -42.83797043356492], [-2.295629771229427, -44.800956136382794], [-0.8592988444849343, -48.20027284126257], [-3.1574283272761203, -49.15782684263715], [-4.881025439369512, -45.08822233679517], [-5.6470686002999075, -43.50825823452709]]
40	[41, 39, 83]	[-6.068518135832511, -47.01932661572284]	[[-5.996575692905161, -43.35026182877807], [-5.996575692905161, -43.925801403200786], [-3.1908204187385483, -49.42939858361793], [-6.140460578759859, -50.688391402667605], [-8.946215852926473, -44.82508198823626]]
41	[40, 42, 82]	[-9.95757203010953, -49.20049085382712]	[[-9.377870510490569, -45.112851775447616], [-7.950912923736201, -48.02622362767446], [-6.34558563863754, -50.790954058869325], [-10.41836041749896, -52.57465111125311], [-11.19129577699091, -53.28812993220662], [-12.202057400941918, -50.01801866950302], [-13.569558421581519, -47.223559954101766]]
42	[41, 43, 81]	[-13.56955842158152, -50.9841879062109]	[[-13.985754384384876, -47.43165794354653], [-11.280480626163058, -53.05030365855545], [-13.629014987696284, -54.536717868875265], [-14.669504894704676, -51.474704595616444], [-15.858636216999983, -48.59106102759599]]
43	[42, 44, 80]	[-16.427170310867517, -52.44303945390045]	[[-16.27483217980334, -48.59106102759599], [-14.664400508553399, -53.117679743253206], [-14.011522803992616, -54.51048550191696], [-17.188860966188432, -56.2950178802049], [-18.538141555614054, -51.85544952446417], [-18.84281781774242, -50.941420745341084]]
44	[45, 43, 79]	[-21.127889783705168, -55.16336320129059]	[[-19.14749407987079, -51.11552146517405], [-17.71116312983706, -55.94681644053896], [-21.45432863598556, -58.863003497741204], [-22.629508504194973, -59.21120493740714], [-24.544616437573275, -53.85760780254332], [-20.10504804655994, -51.637823624672954]]
45	[46, 63, 44]	[-28.657745976306217, -58.144838028430186]	[[-25.893897026998893, -51.68134880463119], [-24.54461643757327, -55.3809891010818], [-23.456486929971962, -58.2536509783258], [-22.97770994662739, -59.559406377073074], [-26.459724370951573, -61.30041357540278], [-31.247494204397327, -64.60832725222917], [-32.640299974127004, -61.343938755361044], [-34.33778200598505, -56.382068240121406], [-31.943897089262165, -54.81516176162467], [-28.20073158311367, -52.72595312362905]]
46	[45, 47]	[-34.843979844723364, -62.17135266659815]	[[-34.68598344841746, -57.905449538659894], [-33.05335401992317, -63.38265849304982], [-32.26337203839367, -64.54129884878611], [-34.738648913852764, -66.43725579453641], [-36.47660927321766, -62.32934907874399], [-37.42458765105306, -60.01206836727133], [-34.843979844723364, -58.484769716527985]]
47	[46, 48, 77, 68]	[-37.922515688749826, -64.21094266457825]	[[-37.89857683997076, -60.117399308701906], [-37.61131065462185, -60.64405400945793], [-36.31861282055181, -63.899737614131524], [-35.265303474272514, -66.62876651804908], [-37.99433223508706, -68.30448602045462], [-39.1912746740408, -66.00635641715562], [-40.38821711299454, -61.98462961138234], [-40.57972790322714, -61.41009721055759]]
48	[49, 47, 77, 69]	[-41.15426027392493, -65.7430290667776]	[[-41.058504878808634, -61.553730310763775], [-39.478540859389696, -65.62333481660576], [-38.568864605784846, -68.20873062031717], [-41.106382576366784, -69.93232782279142], [-41.44152645927383, -69.30991772189795], [-43.73965594206502, -63.66034911378788], [-41.44152645927383, -62.17614041165727]]
49	[48, 50, 75, 76]	[-46.01384657607713, -68.44811912066083]	[[-44.553576800553564, -63.42096061344424], [-42.351202712878674, -70.17171632313509], [-41.77667034218088, -70.6504933238224], [-47.42623865404254, -73.14013372739632], [-48.38379260520554, -73.47527762787742], [-50.25102280997338, -67.39480971914881], [-45.17598686880951, -64.13912611447523]]
50	[49, 51, 54]	[-52.42945804886919, -71.99106892574687]	[[-50.92131057578748, -67.58632051942377], [-49.72436813683373, -70.55473792368497], [-48.86256958078704, -73.76254382828985], [-53.98548321950906, -76.39581733206998], [-55.3739364486954, -72.70923442677784], [-55.99634651695134, -71.08139262444098]]
51	[50, 52]	[-57.98327096561456, -75.1270582802486]	[[-56.18785730718395, -70.98563722430352], [-55.9484688193932, -72.23045742609048], [-54.7036486828813, -77.11398283310089], [-59.15627455578923, -79.2684793361937], [-60.44897238985927, -75.6297741309703], [-61.262893248347815, -74.00193232863349], [-59.25202995090553, -72.90074522705272], [-56.66663428276544, -71.65592502526576]]
52	[51, 53]	[-62.579529931196916, -78.07153683447544]	[[-65.28461984323238, -75.91704033138265], [-61.645914828813, -74.28919852904582], [-59.874440019161455, -79.89088943708715], [-61.4544040385804, -80.75268803832428], [-63.034368057999345, -81.85387513990506], [-65.09310905299978, -76.87459433275718]]
53	[52]	[-60.8641882940844, -83.16024207222446]	[[-62.986490360441195, -82.18901904038613], [-60.75627462969337, -81.39765212555491], [-59.56922432139211, -80.93002622133646], [-58.63397256333658, -83.73578164664715], [-61.65555516628524, -85.39045792311245], [-63.09440402483222, -83.37606941263297]]
54	[50, 55]	[-56.43972805405244, -60.49837132933046]	[[-56.15195828234304, -69.70700452009373], [-51.94332537109312, -67.8724721266214], [-51.58361315645637, -67.26096132879731], [-51.04404483450126, -66.75736420117744], [-52.30303758572986, -62.8724720738242], [-55.03685041696913, -55.64225617013892], [-56.25987194673406, -52.476788510814025], [-56.65555538283448, -51.28973813856719], [-60.324619972129284, -53.30412664904667], [-61.83541127360361, -54.59909069149776], [-60.792245851157055, -57.728587127421235], [-60.432533636520304, -58.44801159544962], [-58.81382867065495, -62.296932499401485]]
55	[54, 56, 57]	[-61.36778539457585, -51.19981008006347]	[[-64.20951189020613, -55.066716595716045], [-65.86418807753516, -51.109882021559926], [-60.28864875066561, -47.80052946862936], [-59.38936821407374, -47.3329035644109], [-56.871382711616526, -50.6782273407429], [-62.33900837409506, -54.203407234081986]]
56	[55, 2]	[-70.25164214936765, -26.46148668035989]	[[-65.75627441314414, -50.21060143652444], [-67.1133665599286, -46.56341595611346], [-66.68927526405845, -40.37168246611339], [-70.16682389019363, -34.858495112003766], [-67.87673089249485, -41.72877473789425], [-69.40345955762737, -36.13076911679829], [-72.03282559202225, -28.073033753099605], [-74.8318281447652, -21.71166372912697], [-75.84964725485354, -18.99747918556531], [-77.37637591998606, -13.653928365428285], [-80.00574195438094, -7.462194875428251], [-80.93874280529525, -5.341738200770697], [-78.9879228442926, -3.730191128030965], [-76.27373855072368, -2.203462322277529], [-75.08628292228728, -4.748010331866579], [-73.05064470211059, -9.75228808405839], [-70.50609692688974, -16.368112908989943], [-68.89455000258319, -21.54202719515436], [-66.09554744984025, -27.39448761720919], [-63.2965448970973, -36.13076911679829], [-60.49754234435436, -42.237684339812056], [-59.564541493440046, -46.39377942214084], [-60.24308756683227, -48.09014476186688], [-63.975090970489525, -49.36241876666141], [-66.01072919066623, -50.71951103844225]]
57	[55, 58]	[-50.13937180152877, -44.5223013701267]	[[-58.452681239602754, -47.264387707496], [-49.83469553940039, -42.60719345196406], [-42.87066669075203, -38.68992725572221], [-41.826062363454774, -41.257912873258505], [-47.832537245413995, -45.56690568912451], [-56.05879632287988, -50.22409994465646], [-56.624623666832555, -50.354675484531185]]
58	[57, 59, 60]	[-39.626160998804394, -38.94383114019483]	[[-42.65304078923177, -38.254675456139765], [-40.03154668502235, -36.254772686724934], [-36.59928120837702, -38.63303543954254], [-41.19365231884715, -41.63288959366472]]
59	[58, 60, 61]	[-35.70743269869753, -40.808605344108585]	[[-37.95056682910353, -40.41673250415572], [-36.16686980974454, -38.98436970984509], [-33.464298568291525, -40.470783930356085], [-37.031692607009504, -42.63284097837207]]
60	[59, 58]	[-39.207262456379176, -42.60581526527187]	[[-38.57215821463772, -40.71401534825788], [-37.35600115598386, -42.63284097837207], [-40.32882952158218, -44.49761518228586], [-41.05852375677449, -42.038275290167675]]
61	[59, 62]	[-32.775142901721004, -43.781433785130574]	[[-36.54522978354796, -43.11930381417567], [-35.302047012479576, -42.30853242116968], [-33.19404144414622, -40.87616962685909], [-29.005056019894052, -43.173355240376075], [-33.383221431047936, -46.28131224689906], [-34.626404202116326, -46.68669794340206]]
62	[61, 64, 63]	[-29.91041738578081, -46.79480079580286]	[[-34.2480442283129, -46.98398078750426], [-28.68074747091969, -44.06520377268267], [-25.572790543248725, -47.578546475708656], [-31.410344424787237, -49.52439781892305]]
63	[62, 45]	[-28.45102891539618, -50.90270918703325]	[[-31.3833187123727, -50.33516921192905], [-31.437370137201757, -53.63230621015344], [-26.572741902586333, -51.01081203943405], [-25.464687693590598, -48.17311216391306]]
64	[62, 66]	[-35.666894130075725, -49.40278210997215]	[[-32.54542434619749, -49.76762923682485], [-33.59942713036417, -48.44336929491506], [-34.84260990143256, -47.308289344706665], [-38.78836391395396, -48.60552357351626], [-37.923541116688995, -51.49727487523764]]
66	[67, 74]	[-39.68021242363345, -50.84865776083285]	[[-39.112672462928316, -49.09198640931986], [-37.97759254151805, -51.551326301438046], [-40.16667524709499, -53.14584337434984], [-40.977446619530895, -50.578400629830846], [-41.38283230574885, -49.87573208922565], [-39.24780102500097, -48.551472147315856]]
67	[66, 68]	[-38.045156822554375, -55.618696123018125]	[[-37.653283992543685, -52.44317483374464], [-36.085792672500936, -56.09164610227162], [-37.54518114288557, -58.79421741229161], [-40.00452097260781, -54.74036044726163]]
68	[67, 69, 47]	[-40.220726671924055, -58.11857458478661]	[[-40.46395808365482, -55.49708041406722], [-37.95056682910352, -59.5779630921974], [-40.680163782971064, -60.740068755505995], [-42.49088651474458, -56.06462038917142]]
69	[68, 70, 48]	[-43.38273502442408, -59.659040231498004]	[[-43.058426475449714, -57.172674626279615], [-41.193652318847136, -61.28058301751], [-44.16648068444545, -62.14540583671639], [-45.57181773000102, -58.55098599438982]]
70	[69, 71]	[-47.9771061348942, -61.84812299261419]	[[-46.463666239680514, -58.767191699191415], [-45.35561203068478, -62.14540583671639], [-48.598697520428395, -64.92905428603697], [-50.598600239103625, -61.550840148511995]]
71	[70]	[-52.0039372846592, -56.83485321252711]	[[-49.328391755620714, -59.253654534995], [-51.86880872258654, -55.03764329136382], [-55.73348559786436, -52.145891989642436], [-55.463228473719056, -53.821486201854825], [-53.706557166774594, -58.550985994389805], [-52.382297258462614, -61.523814435411786], [-48.27438897145404, -59.0374488301934]]
72	[73]	[-49.09867320009721, -48.200137877013255]	[[-53.27414576814211, -51.821583432440036], [-54.16599427782161, -49.52439781892305], [-49.4905460301079, -46.84885222200326], [-45.085354906539486, -44.57869232158647], [-44.03135212237281, -47.14613506610546], [-48.84192893215917, -49.68655209752424]]
73	[72, 74]	[-42.50439937095185, -44.70030803053737]	[[-44.54484065824888, -44.14628091198327], [-41.57201229265056, -42.60581526527188], [-40.46395808365482, -44.875975165688665], [-43.43678644925314, -46.79480079580286]]
74	[73, 66]	[-41.031498044359964, -47.65962361500925]	[[-42.76114363888989, -47.17316077920565], [-40.9774466195309, -46.17320939449826], [-40.46395808365482, -45.848900837295865], [-39.30185244983003, -48.44336929491505], [-42.004423691283044, -49.47034639272264]]
75	[59, 76]	[-45.239527888455896, -74.8230221782367]	[[-47.03305235752491, -73.52087419964126], [-45.31323437348613, -73.10320409329933], [-44.67444483655745, -72.71010281674221], [-43.44600341938689, -75.68293122070538], [-45.16582140342567, -76.76395973123743], [-45.755473283667534, -76.93594153973117]]
76	[75, 49, 77, 78]	[-42.7949294682865, -73.69285600813502]	[[-44.25677475471946, -72.41527685932438], [-43.17574630760937, -71.75191845513426], [-42.659800912397735, -71.57993664664053], [-41.333084181853536, -74.55276505060371], [-43.12660865092255, -75.80577536962952]]
77	[76, 48, 46]	[-37.46349371776628, -70.15494451912093]	[[-42.21756200221633, -71.40795483814682], [-37.84431055708915, -68.77909005117115], [-33.81502270876973, -66.32220707268914], [-32.709425433316234, -69.14762249794335], [-33.59390325367903, -70.10580685955131], [-37.32836516187752, -72.34157036996982], [-40.3748998764605, -73.98768196555272], [-41.77532309203493, -72.34157036996982]]
78	[76]	[-40.73114788743996, -77.37818047585786]	[[-40.52231284652097, -75.01957281651518], [-42.364974972276805, -75.90405068876869], [-41.18567121179307, -79.73678813520054], [-39.09732080260312, -79.54023749692199]]
170	[1]	[-69.15455748340985, -7.299700027258723]	[[-75.6315888351517, -2.210604157406749], [-73.62679341675542, -1.5937440519701411], [-67.14976206501356, 2.1845240938290473], [-65.83893429144676, 1.876094041110754], [-64.45099900178779, -4.369614526434852], [-62.677526131667996, -8.687635264491071], [-65.22207416270945, -12.928548489367717], [-69.77141761214718, -16.783924148346493], [-70.69670780525315, -15.010451345216257], [-73.08704080411026, -8.841850290850225], [-74.86051367423006, -5.063582145051036]]
